"Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations"
2020-05-14,Pittsylvania-Danville,Male,24,9
2020-05-14,Pittsylvania-Danville,"Not Reported",0,0
2020-05-14,Portsmouth,Female,99,21
2020-05-14,Portsmouth,Male,117,18
2020-05-14,Portsmouth,"Not Reported",1,0
2020-05-14,"Prince William",Female,1949,186
2020-05-14,"Prince William",Male,2054,199
2020-05-14,"Prince William","Not Reported",33,0
2020-05-14,Rappahannock,Female,450,50
2020-05-14,Rappahannock,Male,420,73
2020-05-14,Rappahannock,"Not Reported",3,0
2020-05-14,"Rappahannock Rapidan",Female,279,19
2020-05-14,"Rappahannock Rapidan",Male,323,33
2020-05-14,"Rappahannock Rapidan","Not Reported",10,0
2020-05-14,Richmond,Female,290,44
2020-05-14,Richmond,Male,316,57
2020-05-14,Richmond,"Not Reported",5,1
2020-05-14,Roanoke,Female,71,3
2020-05-14,Roanoke,Male,49,4
2020-05-14,Roanoke,"Not Reported",0,0
2020-05-14,Southside,Female,123,14
2020-05-14,Southside,Male,67,16
2020-05-14,Southside,"Not Reported",3,0
2020-05-14,"Thomas Jefferson",Female,202,36
2020-05-14,"Thomas Jefferson",Male,161,29
2020-05-14,"Thomas Jefferson","Not Reported",1,0
2020-05-14,"Three Rivers",Female,108,16
2020-05-14,"Three Rivers",Male,250,13
2020-05-14,"Three Rivers","Not Reported",1,0
2020-05-14,"Virginia Beach",Female,298,38
2020-05-14,"Virginia Beach",Male,228,48
2020-05-14,"Virginia Beach","Not Reported",2,0
2020-05-14,"West Piedmont",Female,38,3
2020-05-14,"West Piedmont",Male,29,7
2020-05-14,"West Piedmont","Not Reported",0,0
2020-05-14,"Western Tidewater",Female,233,17
2020-05-14,"Western Tidewater",Male,259,40
2020-05-14,"Western Tidewater","Not Reported",3,0
2020-05-15,Alexandria,Female,716,71
2020-05-15,Alexandria,Male,677,88
2020-05-15,Alexandria,"Not Reported",3,0
2020-05-15,Alleghany,Female,91,8
2020-05-15,Alleghany,Male,65,15
2020-05-15,Alleghany,"Not Reported",1,0
2020-05-15,Arlington,Female,751,138
2020-05-15,Arlington,Male,775,168
2020-05-15,Arlington,"Not Reported",8,0
2020-05-15,"Central Shenandoah",Female,621,43
2020-05-15,"Central Shenandoah",Male,532,39
2020-05-15,"Central Shenandoah","Not Reported",10,0
2020-05-15,"Central Virginia",Female,73,6
2020-05-15,"Central Virginia",Male,98,10
2020-05-15,"Central Virginia","Not Reported",0,0
2020-05-15,Chesapeake,Female,218,40
2020-05-15,Chesapeake,Male,161,36
2020-05-15,Chesapeake,"Not Reported",0,0
2020-05-15,Chesterfield,Female,551,32
2020-05-15,Chesterfield,Male,480,40
2020-05-15,Chesterfield,"Not Reported",12,0
2020-05-15,Chickahominy,Female,211,37
2020-05-15,Chickahominy,Male,128,34
2020-05-15,Chickahominy,"Not Reported",3,0
2020-05-15,Crater,Female,191,44
2020-05-15,Crater,Male,171,30
2020-05-15,Crater,"Not Reported",3,2
2020-05-15,"Cumberland Plateau",Female,15,1
2020-05-15,"Cumberland Plateau",Male,13,1
2020-05-15,"Cumberland Plateau","Not Reported",0,0
2020-05-15,"Eastern Shore",Female,439,17
2020-05-15,"Eastern Shore",Male,398,24
2020-05-15,"Eastern Shore","Not Reported",4,0
2020-05-15,Fairfax,Female,3567,454
2020-05-15,Fairfax,Male,3625,592
2020-05-15,Fairfax,"Not Reported",53,4
2020-05-15,Hampton,Female,89,11
2020-05-15,Hampton,Male,67,18
2020-05-15,Hampton,"Not Reported",2,0
2020-05-15,Henrico,Female,700,81
2020-05-15,Henrico,Male,496,88
2020-05-15,Henrico,"Not Reported",2,0
2020-05-15,Lenowisco,Female,20,7
2020-05-15,Lenowisco,Male,22,8
2020-05-15,Lenowisco,"Not Reported",0,0
2020-05-15,"Lord Fairfax",Female,444,40
2020-05-15,"Lord Fairfax",Male,364,35
2020-05-15,"Lord Fairfax","Not Reported",7,0
2020-05-15,Loudoun,Female,699,60
2020-05-15,Loudoun,Male,672,74
2020-05-15,Loudoun,"Not Reported",3,0
2020-05-15,"Mount Rogers",Female,106,6
2020-05-15,"Mount Rogers",Male,102,11
2020-05-15,"Mount Rogers","Not Reported",1,0
2020-05-15,"New River",Female,47,4
2020-05-15,"New River",Male,40,8
2020-05-15,"New River","Not Reported",1,0
2020-05-15,Norfolk,Female,169,28
2020-05-15,Norfolk,Male,179,28
2020-05-15,Norfolk,"Not Reported",1,0
2020-05-15,Peninsula,Female,244,51
2020-05-15,Peninsula,Male,227,60
2020-05-15,Peninsula,"Not Reported",3,0
2020-05-15,Piedmont,Female,100,11
2020-05-15,Piedmont,Male,407,26
2020-05-15,Piedmont,"Not Reported",0,0
2020-05-15,Pittsylvania-Danville,Female,37,13
2020-05-15,Pittsylvania-Danville,Male,24,9
2020-05-15,Pittsylvania-Danville,"Not Reported",0,0
2020-05-15,Portsmouth,Female,100,21
2020-05-15,Portsmouth,Male,118,18
2020-05-15,Portsmouth,"Not Reported",1,0
2020-05-15,"Prince William",Female,1990,192
2020-05-15,"Prince William",Male,2104,206
2020-05-15,"Prince William","Not Reported",36,0
2020-05-15,Rappahannock,Female,465,50
2020-05-15,Rappahannock,Male,435,73
2020-05-15,Rappahannock,"Not Reported",2,0
2020-05-15,"Rappahannock Rapidan",Female,286,19
2020-05-15,"Rappahannock Rapidan",Male,337,34
2020-05-15,"Rappahannock Rapidan","Not Reported",10,0
2020-05-15,Richmond,Female,315,44
2020-05-15,Richmond,Male,342,60
2020-05-15,Richmond,"Not Reported",8,1
2020-05-15,Roanoke,Female,71,3
2020-05-15,Roanoke,Male,49,4
2020-05-15,Roanoke,"Not Reported",0,0
2020-05-15,Southside,Female,128,17
2020-05-15,Southside,Male,68,16
2020-05-15,Southside,"Not Reported",3,0
2020-05-15,"Thomas Jefferson",Female,207,36
2020-05-15,"Thomas Jefferson",Male,162,29
2020-05-15,"Thomas Jefferson","Not Reported",1,0
2020-05-15,"Three Rivers",Female,108,17
2020-05-15,"Three Rivers",Male,250,13
2020-05-15,"Three Rivers","Not Reported",1,0
2020-05-15,"Virginia Beach",Female,298,38
2020-05-15,"Virginia Beach",Male,235,48
2020-05-15,"Virginia Beach","Not Reported",2,0
2020-05-15,"West Piedmont",Female,39,3
2020-05-15,"West Piedmont",Male,30,7
2020-05-15,"West Piedmont","Not Reported",0,0
2020-05-15,"Western Tidewater",Female,258,17
2020-05-15,"Western Tidewater",Male,271,40
2020-05-15,"Western Tidewater","Not Reported",3,0
2020-05-16,Alexandria,Female,748,71
2020-05-16,Alexandria,Male,708,87
2020-05-16,Alexandria,"Not Reported",4,0
2020-05-16,Alleghany,Female,92,8
2020-05-16,Alleghany,Male,65,15
2020-05-16,Alleghany,"Not Reported",1,0
2020-05-16,Arlington,Female,758,144
2020-05-16,Arlington,Male,794,173
2020-05-16,Arlington,"Not Reported",8,0
2020-05-16,"Central Shenandoah",Female,631,45
2020-05-16,"Central Shenandoah",Male,540,41
2020-05-16,"Central Shenandoah","Not Reported",10,0
2020-05-16,"Central Virginia",Female,74,6
2020-05-16,"Central Virginia",Male,99,10
2020-05-16,"Central Virginia","Not Reported",0,0
2020-05-16,Chesapeake,Female,219,40
2020-05-16,Chesapeake,Male,161,36
2020-05-16,Chesapeake,"Not Reported",0,0
2020-05-16,Chesterfield,Female,567,32
2020-05-16,Chesterfield,Male,495,40
2020-05-16,Chesterfield,"Not Reported",16,0
2020-05-16,Chickahominy,Female,214,38
2020-05-16,Chickahominy,Male,133,35
2020-05-16,Chickahominy,"Not Reported",3,0
2020-05-16,Crater,Female,194,45
2020-05-16,Crater,Male,181,30
2020-05-16,Crater,"Not Reported",3,2
2020-05-16,"Cumberland Plateau",Female,16,1
2020-05-16,"Cumberland Plateau",Male,14,1
2020-05-16,"Cumberland Plateau","Not Reported",0,0
2020-05-16,"Eastern Shore",Female,452,18
2020-05-16,"Eastern Shore",Male,408,25
2020-05-16,"Eastern Shore","Not Reported",4,0
2020-05-16,Fairfax,Female,3678,461
2020-05-16,Fairfax,Male,3745,611
2020-05-16,Fairfax,"Not Reported",52,4
2020-05-16,Hampton,Female,89,11
2020-05-16,Hampton,Male,67,19
2020-05-16,Hampton,"Not Reported",2,0
2020-05-16,Henrico,Female,716,82
2020-05-16,Henrico,Male,509,88
2020-05-16,Henrico,"Not Reported",1,0
2020-05-16,Lenowisco,Female,20,7
2020-05-16,Lenowisco,Male,22,8
2020-05-16,Lenowisco,"Not Reported",0,0
2020-05-16,"Lord Fairfax",Female,464,40
2020-05-16,"Lord Fairfax",Male,387,35
2020-05-16,"Lord Fairfax","Not Reported",8,0
2020-05-16,Loudoun,Female,721,60
2020-05-16,Loudoun,Male,706,77
2020-05-16,Loudoun,"Not Reported",3,0
2020-05-16,"Mount Rogers",Female,115,6
2020-05-16,"Mount Rogers",Male,109,11
2020-05-16,"Mount Rogers","Not Reported",1,0
2020-05-16,"New River",Female,47,4
2020-05-16,"New River",Male,40,8
2020-05-16,"New River","Not Reported",1,0
2020-05-16,Norfolk,Female,169,28
2020-05-16,Norfolk,Male,180,28
2020-05-16,Norfolk,"Not Reported",1,0
2020-05-16,Peninsula,Female,247,52
2020-05-16,Peninsula,Male,228,60
2020-05-16,Peninsula,"Not Reported",3,0
2020-05-16,Piedmont,Female,104,12
2020-05-16,Piedmont,Male,455,26
2020-05-16,Piedmont,"Not Reported",0,0
2020-05-16,Pittsylvania-Danville,Female,40,14
2020-05-16,Pittsylvania-Danville,Male,27,9
2020-05-16,Pittsylvania-Danville,"Not Reported",0,0
2020-05-16,Portsmouth,Female,102,21
2020-05-16,Portsmouth,Male,119,18
2020-05-16,Portsmouth,"Not Reported",1,0
2020-05-16,"Prince William",Female,2097,194
2020-05-16,"Prince William",Male,2188,211
2020-05-16,"Prince William","Not Reported",35,0
2020-05-16,Rappahannock,Female,484,50
2020-05-16,Rappahannock,Male,453,73
2020-05-16,Rappahannock,"Not Reported",3,0
2020-05-16,"Rappahannock Rapidan",Female,297,19
2020-05-16,"Rappahannock Rapidan",Male,358,34
2020-05-16,"Rappahannock Rapidan","Not Reported",10,0
2020-05-16,Richmond,Female,350,45
2020-05-16,Richmond,Male,381,63
2020-05-16,Richmond,"Not Reported",10,1
2020-05-16,Roanoke,Female,71,3
2020-05-16,Roanoke,Male,49,4
2020-05-16,Roanoke,"Not Reported",0,0
2020-05-16,Southside,Female,136,17
2020-05-16,Southside,Male,72,17
2020-05-16,Southside,"Not Reported",3,0
2020-05-16,"Thomas Jefferson",Female,209,36
2020-05-16,"Thomas Jefferson",Male,168,29
2020-05-16,"Thomas Jefferson","Not Reported",1,0
2020-05-16,"Three Rivers",Female,114,17
2020-05-16,"Three Rivers",Male,252,13
2020-05-16,"Three Rivers","Not Reported",1,0
2020-05-16,"Virginia Beach",Female,299,38
2020-05-16,"Virginia Beach",Male,238,48
2020-05-16,"Virginia Beach","Not Reported",2,0
2020-05-16,"West Piedmont",Female,41,5
2020-05-16,"West Piedmont",Male,32,7
2020-05-16,"West Piedmont","Not Reported",1,0
2020-05-16,"Western Tidewater",Female,263,17
2020-05-16,"Western Tidewater",Male,271,40
2020-05-16,"Western Tidewater","Not Reported",3,0
2020-05-17,Alexandria,Female,756,71
2020-05-17,Alexandria,Male,716,88
2020-05-17,Alexandria,"Not Reported",4,0
2020-05-17,Alleghany,Female,94,8
2020-05-17,Alleghany,Male,66,15
2020-05-17,Alleghany,"Not Reported",1,0
2020-05-17,Arlington,Female,770,145
2020-05-17,Arlington,Male,812,173
2020-05-17,Arlington,"Not Reported",8,0
2020-05-17,"Central Shenandoah",Female,634,47
2020-05-17,"Central Shenandoah",Male,544,41
2020-05-17,"Central Shenandoah","Not Reported",10,0
2020-05-17,"Central Virginia",Female,75,6
2020-05-17,"Central Virginia",Male,99,10
2020-05-17,"Central Virginia","Not Reported",0,0
2020-05-17,Chesapeake,Female,221,41
2020-05-17,Chesapeake,Male,163,36
2020-05-17,Chesapeake,"Not Reported",0,0
2020-05-17,Chesterfield,Female,569,32
2020-05-17,Chesterfield,Male,503,40
2020-05-17,Chesterfield,"Not Reported",16,0
2020-05-17,Chickahominy,Female,215,38
2020-05-17,Chickahominy,Male,137,36
2020-05-17,Chickahominy,"Not Reported",3,0
2020-05-17,Crater,Female,196,45
2020-05-17,Crater,Male,183,30
2020-05-17,Crater,"Not Reported",3,2
2020-05-17,"Cumberland Plateau",Female,16,1
2020-05-17,"Cumberland Plateau",Male,14,1
2020-05-17,"Cumberland Plateau","Not Reported",0,0
2020-05-17,"Eastern Shore",Female,460,18
2020-05-17,"Eastern Shore",Male,421,26
2020-05-17,"Eastern Shore","Not Reported",5,0
2020-05-17,Fairfax,Female,3824,476
2020-05-17,Fairfax,Male,3858,619
2020-05-17,Fairfax,"Not Reported",52,4
2020-05-17,Hampton,Female,90,11
2020-05-17,Hampton,Male,69,19
2020-05-17,Hampton,"Not Reported",2,0
2020-05-17,Henrico,Female,730,83
2020-05-17,Henrico,Male,521,88
2020-05-17,Henrico,"Not Reported",1,0
2020-05-17,Lenowisco,Female,20,7
2020-05-17,Lenowisco,Male,22,8
2020-05-17,Lenowisco,"Not Reported",0,0
2020-05-17,"Lord Fairfax",Female,472,40
2020-05-17,"Lord Fairfax",Male,392,35
2020-05-17,"Lord Fairfax","Not Reported",9,0
2020-05-17,Loudoun,Female,730,62
2020-05-17,Loudoun,Male,713,77
2020-05-17,Loudoun,"Not Reported",3,0
2020-05-17,"Mount Rogers",Female,118,6
2020-05-17,"Mount Rogers",Male,113,11
2020-05-17,"Mount Rogers","Not Reported",1,0
2020-05-17,"New River",Female,47,4
2020-05-17,"New River",Male,40,8
2020-05-17,"New River","Not Reported",1,0
2020-05-17,Norfolk,Female,171,28
2020-05-17,Norfolk,Male,179,28
2020-05-17,Norfolk,"Not Reported",0,0
2020-05-17,Peninsula,Female,258,52
2020-05-17,Peninsula,Male,230,60
2020-05-17,Peninsula,"Not Reported",3,0
2020-05-17,Piedmont,Female,104,12
2020-05-17,Piedmont,Male,455,26
2020-05-17,Piedmont,"Not Reported",0,0
2020-05-17,Pittsylvania-Danville,Female,41,14
2020-05-17,Pittsylvania-Danville,Male,27,9
2020-05-17,Pittsylvania-Danville,"Not Reported",0,0
2020-05-17,Portsmouth,Female,103,21
2020-05-17,Portsmouth,Male,120,18
2020-05-17,Portsmouth,"Not Reported",2,0
2020-05-17,"Prince William",Female,2155,198
2020-05-17,"Prince William",Male,2262,218
2020-05-17,"Prince William","Not Reported",30,1
2020-05-17,Rappahannock,Female,492,51
2020-05-17,Rappahannock,Male,466,73
2020-05-17,Rappahannock,"Not Reported",4,0
2020-05-17,"Rappahannock Rapidan",Female,307,21
2020-05-17,"Rappahannock Rapidan",Male,362,35
2020-05-17,"Rappahannock Rapidan","Not Reported",10,0
2020-05-17,Richmond,Female,358,45
2020-05-17,Richmond,Male,390,64
2020-05-17,Richmond,"Not Reported",10,1
2020-05-17,Roanoke,Female,71,3
2020-05-17,Roanoke,Male,49,4
2020-05-17,Roanoke,"Not Reported",0,0
2020-05-17,Southside,Female,139,17
2020-05-17,Southside,Male,72,17
2020-05-17,Southside,"Not Reported",3,0
2020-05-17,"Thomas Jefferson",Female,210,36
2020-05-17,"Thomas Jefferson",Male,169,29
2020-05-17,"Thomas Jefferson","Not Reported",1,0
2020-05-17,"Three Rivers",Female,115,17
2020-05-17,"Three Rivers",Male,309,13
2020-05-17,"Three Rivers","Not Reported",1,0
2020-05-17,"Virginia Beach",Female,305,38
2020-05-17,"Virginia Beach",Male,241,48
2020-05-17,"Virginia Beach","Not Reported",2,0
2020-05-17,"West Piedmont",Female,42,5
2020-05-17,"West Piedmont",Male,34,8
2020-05-17,"West Piedmont","Not Reported",1,0
2020-05-17,"Western Tidewater",Female,265,17
2020-05-17,"Western Tidewater",Male,275,40
2020-05-17,"Western Tidewater","Not Reported",3,0
2020-05-18,Alexandria,Female,774,73
2020-05-18,Alexandria,Male,731,89
2020-05-18,Alexandria,"Not Reported",5,0
2020-05-18,Alleghany,Female,97,8
2020-05-18,Alleghany,Male,66,15
2020-05-18,Alleghany,"Not Reported",1,0
2020-05-18,Arlington,Female,792,148
2020-05-18,Arlington,Male,838,175
2020-05-18,Arlington,"Not Reported",8,0
2020-05-18,"Central Shenandoah",Female,648,48
2020-05-18,"Central Shenandoah",Male,552,41
2020-05-18,"Central Shenandoah","Not Reported",0,0
2020-05-18,"Central Virginia",Female,76,6
2020-05-18,"Central Virginia",Male,102,10
2020-05-18,"Central Virginia","Not Reported",0,0
2020-05-18,Chesapeake,Female,222,41
2020-05-18,Chesapeake,Male,165,37
2020-05-18,Chesapeake,"Not Reported",0,0
2020-05-18,Chesterfield,Female,573,32
2020-05-18,Chesterfield,Male,507,40
2020-05-18,Chesterfield,"Not Reported",22,0
2020-05-18,Chickahominy,Female,217,38
2020-05-18,Chickahominy,Male,142,36
2020-05-18,Chickahominy,"Not Reported",3,0
2020-05-18,Crater,Female,204,45
2020-05-18,Crater,Male,198,30
2020-05-18,Crater,"Not Reported",3,2
2020-05-18,"Cumberland Plateau",Female,16,1
2020-05-18,"Cumberland Plateau",Male,14,1
2020-05-18,"Cumberland Plateau","Not Reported",0,0
2020-05-18,"Eastern Shore",Female,461,18
2020-05-18,"Eastern Shore",Male,422,26
2020-05-18,"Eastern Shore","Not Reported",5,0
2020-05-18,Fairfax,Female,3910,485
2020-05-18,Fairfax,Male,3966,626
2020-05-18,Fairfax,"Not Reported",58,4
2020-05-18,Hampton,Female,90,11
2020-05-18,Hampton,Male,71,19
2020-05-18,Hampton,"Not Reported",2,0
2020-05-18,Henrico,Female,740,83
2020-05-18,Henrico,Male,531,88
2020-05-18,Henrico,"Not Reported",1,0
2020-06-02,Lenowisco,Female,21,8
2020-06-02,Lenowisco,Male,22,8
2020-06-02,Lenowisco,"Not Reported",0,0
2020-06-02,"Lord Fairfax",Female,783,62
2020-06-02,"Lord Fairfax",Male,660,61
2020-06-02,"Lord Fairfax","Not Reported",13,0
2020-06-02,Loudoun,Female,1330,77
2020-06-02,Loudoun,Male,1291,88
2020-06-02,Loudoun,"Not Reported",15,0
2020-06-02,"Mount Rogers",Female,192,11
2020-06-02,"Mount Rogers",Male,167,23
2020-06-02,"Mount Rogers","Not Reported",2,0
2020-06-02,"New River",Female,60,6
2020-06-02,"New River",Male,57,9
2020-06-02,"New River","Not Reported",1,0
2020-06-02,Norfolk,Female,261,36
2020-06-02,Norfolk,Male,267,34
2020-06-02,Norfolk,"Not Reported",2,0
2020-06-02,Peninsula,Female,332,55
2020-06-02,Peninsula,Male,295,62
2020-06-02,Peninsula,"Not Reported",3,0
2020-06-02,Piedmont,Female,190,20
2020-06-02,Piedmont,Male,561,31
2020-06-02,Piedmont,"Not Reported",0,0
2020-06-02,Pittsylvania-Danville,Female,57,16
2020-06-02,Pittsylvania-Danville,Male,44,12
2020-06-02,Pittsylvania-Danville,"Not Reported",1,0
2020-06-02,Portsmouth,Female,152,26
2020-06-02,Portsmouth,Male,170,21
2020-06-02,Portsmouth,"Not Reported",3,0
2020-06-02,"Prince William",Female,3493,260
2020-06-02,"Prince William",Male,3609,317
2020-06-02,"Prince William","Not Reported",84,1
2020-06-02,Rappahannock,Female,834,65
2020-06-02,Rappahannock,Male,791,91
2020-06-02,Rappahannock,"Not Reported",12,3
2020-06-02,"Rappahannock Rapidan",Female,580,30
2020-06-02,"Rappahannock Rapidan",Male,602,52
2020-06-02,"Rappahannock Rapidan","Not Reported",29,1
2020-06-02,Richmond,Female,671,65
2020-06-02,Richmond,Male,718,91
2020-06-02,Richmond,"Not Reported",45,2
2020-06-02,Roanoke,Female,99,4
2020-06-02,Roanoke,Male,72,5
2020-06-02,Roanoke,"Not Reported",0,0
2020-06-02,Southside,Female,184,21
2020-06-02,Southside,Male,89,18
2020-06-02,Southside,"Not Reported",3,0
2020-06-02,"Thomas Jefferson",Female,298,38
2020-06-02,"Thomas Jefferson",Male,253,32
2020-06-02,"Thomas Jefferson","Not Reported",1,0
2020-06-02,"Three Rivers",Female,157,23
2020-06-02,"Three Rivers",Male,374,15
2020-06-02,"Three Rivers","Not Reported",4,0
2020-06-02,"Virginia Beach",Female,398,43
2020-06-02,"Virginia Beach",Male,351,52
2020-06-02,"Virginia Beach","Not Reported",3,0
2020-06-02,"West Piedmont",Female,118,7
2020-06-02,"West Piedmont",Male,108,14
2020-06-02,"West Piedmont","Not Reported",2,0
2020-06-02,"Western Tidewater",Female,318,25
2020-06-02,"Western Tidewater",Male,319,48
2020-06-02,"Western Tidewater","Not Reported",3,0
2020-06-03,Alexandria,Female,1037,86
2020-06-03,Alexandria,Male,967,111
2020-06-03,Alexandria,"Not Reported",12,0
2020-06-03,Alleghany,Female,117,9
2020-06-03,Alleghany,Male,98,15
2020-06-03,Alleghany,"Not Reported",1,0
2020-06-03,Arlington,Female,1060,171
2020-06-03,Arlington,Male,1071,207
2020-06-03,Arlington,"Not Reported",11,1
2020-06-03,"Central Shenandoah",Female,851,67
2020-06-03,"Central Shenandoah",Male,753,60
2020-06-03,"Central Shenandoah","Not Reported",7,0
2020-06-03,"Central Virginia",Female,99,7
2020-06-03,"Central Virginia",Male,119,9
2020-06-03,"Central Virginia","Not Reported",0,0
2020-06-03,Chesapeake,Female,311,47
2020-06-03,Chesapeake,Male,237,43
2020-06-03,Chesapeake,"Not Reported",0,0
2020-06-03,Chesterfield,Female,902,49
2020-06-03,Chesterfield,Male,832,51
2020-06-03,Chesterfield,"Not Reported",59,0
2020-06-03,Chickahominy,Female,278,44
2020-06-03,Chickahominy,Male,213,43
2020-06-03,Chickahominy,"Not Reported",8,0
2020-06-03,Crater,Female,388,57
2020-06-03,Crater,Male,470,39
2020-06-03,Crater,"Not Reported",14,2
2020-06-03,"Cumberland Plateau",Female,19,1
2020-06-03,"Cumberland Plateau",Male,16,1
2020-06-03,"Cumberland Plateau","Not Reported",0,0
2020-06-03,"Eastern Shore",Female,602,40
2020-06-03,"Eastern Shore",Male,593,40
2020-06-03,"Eastern Shore","Not Reported",3,0
2020-06-03,Fairfax,Female,5851,603
2020-06-03,Fairfax,Male,5742,789
2020-06-03,Fairfax,"Not Reported",125,4
2020-06-03,Hampton,Female,113,11
2020-06-03,Hampton,Male,97,19
2020-06-03,Hampton,"Not Reported",2,0
2020-06-03,Henrico,Female,1085,104
2020-06-03,Henrico,Male,839,110
2020-06-03,Henrico,"Not Reported",9,0
2020-06-03,Lenowisco,Female,21,8
2020-06-03,Lenowisco,Male,22,8
2020-06-03,Lenowisco,"Not Reported",0,0
2020-06-03,"Lord Fairfax",Female,789,63
2020-06-03,"Lord Fairfax",Male,703,62
2020-06-03,"Lord Fairfax","Not Reported",13,0
2020-06-03,Loudoun,Female,1345,82
2020-06-03,Loudoun,Male,1298,89
2020-06-03,Loudoun,"Not Reported",16,0
2020-06-03,"Mount Rogers",Female,206,11
2020-06-03,"Mount Rogers",Male,171,23
2020-06-03,"Mount Rogers","Not Reported",2,0
2020-06-03,"New River",Female,61,6
2020-06-03,"New River",Male,57,9
2020-06-03,"New River","Not Reported",1,0
2020-06-03,Norfolk,Female,269,36
2020-06-03,Norfolk,Male,268,34
2020-06-03,Norfolk,"Not Reported",2,0
2020-06-03,Peninsula,Female,333,55
2020-06-03,Peninsula,Male,297,62
2020-06-03,Peninsula,"Not Reported",3,0
2020-06-03,Piedmont,Female,193,22
2020-06-03,Piedmont,Male,566,32
2020-06-03,Piedmont,"Not Reported",0,0
2020-06-03,Pittsylvania-Danville,Female,58,16
2020-06-03,Pittsylvania-Danville,Male,44,12
2020-06-03,Pittsylvania-Danville,"Not Reported",1,0
2020-06-03,Portsmouth,Female,152,26
2020-06-03,Portsmouth,Male,167,21
2020-06-03,Portsmouth,"Not Reported",3,0
2020-06-03,"Prince William",Female,3567,268
2020-06-03,"Prince William",Male,3668,339
2020-06-03,"Prince William","Not Reported",88,1
